LFPR,unemployment_rate,salary_expectation
35.25,23.82,21083
31.1,27.89,8746
36.64,14.99,13296
44.51,14.81,17028
65.63,24.07,7539
42.48,26.74,34956
40.89,17.16,9310
55.37,15.13,36101
59.55,16.7,49574
41.8,28.16,17693
61.7,33.13,26996
67.29,23.41,46690
28.78,13.34,5817
49.79,20.95,39465
36.12,33.42,23980
33.95,27.48,45476
28.65,21.61,11287
23.68,30.64,17695
39.19,18.18,7027
39.33,22.13,25545
64.46,17.94,44635
45.68,18.0,36101
46.18,30.47,20165
54.58,12.79,32752
66.6,24.41,17139
43.41,16.2,46648
59.76,20.71,18594
45.14,29.43,49921
41.81,27.19,26778
37.48,27.92,32213
59.56,25.77,33214
55.67,16.06,21760
50.09,23.45,41695
26.56,33.04,21963
49.98,25.88,17351
58.57,31.16,45228
59.13,33.85,33206
41.74,20.11,12148
57.54,20.79,43695
29.55,25.76,37925
65.13,12.88,27442
35.31,28.2,13316
39.68,11.89,14053
40.93,31.7,40047
61.29,28.31,39034
55.66,33.95,38481
22.92,17.62,28625
61.49,33.61,5594
62.3,24.15,44040
55.83,31.45,45122
36.24,15.66,37862
38.59,20.07,15830
57.12,15.91,19799
47.77,21.61,20632
53.33,29.48,22842
50.61,27.59,16321
41.85,15.55,11000
53.71,15.88,31347
61.43,30.28,27476
65.66,17.3,14225
49.56,27.21,24569
59.8,20.96,11950
52.87,16.84,36497
39.06,24.54,16694
55.68,14.42,48659
35.59,16.2,8592
31.44,33.36,12519
54.82,15.37,35729
59.41,19.62,13749
46.9,33.25,24100
33.93,18.21,17873
45.18,24.88,31188
46.35,16.03,40692
50.83,26.84,12057
41.63,19.13,27839
30.72,14.39,44400
61.16,19.92,42006
49.6,13.57,34175
54.12,14.85,8470
32.37,29.65,33842
59.5,26.78,15694
42.69,18.02,27903
38.64,38.01,35535
40.97,23.5,6582
36.59,22.7,16424
41.66,26.56,8397
47.63,28.56,38522
52.56,10.37,18067
61.9,11.94,42322
35.04,18.99,15227
53.57,17.52,16827
67.95,40.01,41527
36.2,19.24,46970
43.77,18.03,13396
42.2,27.17,36563
39.68,18.68,17147
36.55,28.81,44188
36.09,20.63,37773
42.56,12.77,24366
29.67,31.2,47570
33.75,13.09,21195
58.19,18.62,13996
61.37,17.04,14531
51.39,13.69,14042
34.22,31.76,19159
31.14,17.17,37242
35.8,19.49,7919
55.13,14.57,25947
55.51,15.68,29281
64.73,14.98,6317
48.35,31.9,20117
43.44,16.25,32444
36.27,22.78,12462
48.43,18.46,34362
23.23,26.78,18130
53.34,26.75,36092
44.25,31.57,40628
55.88,39.19,26060
36.42,35.0,16070
56.58,26.95,13470
48.31,17.5,40185
61.68,32.97,34471
47.41,22.01,18672
48.47,23.79,5389
32.63,15.58,46896
39.48,23.34,22710
44.24,12.25,12690
38.24,14.41,15376
36.81,31.56,35363
28.01,21.4,28080
36.49,19.65,22506
55.48,14.71,27978
46.11,28.03,43507
47.78,29.45,45191
33.27,30.86,45001
27.36,16.2,17145
44.46,22.3,25591
60.31,13.98,27327
36.22,32.22,46437
56.32,32.09,29156
53.79,13.59,31528
46.42,16.74,25444
56.09,11.76,27634
34.85,18.46,32813
45.66,14.84,7155
46.92,20.92,23846
41.06,28.7,38864
51.4,16.26,20197
44.7,23.36,25349
37.92,23.39,41601
43.25,26.19,14763
55.04,28.74,17678
42.97,35.96,29486
44.05,20.92,34730
46.67,22.85,33025
59.86,18.48,20627
36.49,15.76,20853
42.51,18.09,40461
57.02,17.59,35107
23.58,20.77,46897
37.52,22.55,47843
34.93,24.66,6873
29.86,21.87,28002
57.09,22.49,35450
55.74,18.33,10153
42.64,24.07,37006
53.51,22.4,33033
45.36,25.53,39194
32.93,28.0,12618
58.87,18.82,16007
65.22,18.98,22524
63.56,23.0,29117
31.9,18.46,48360
26.34,23.44,43519
22.14,34.92,17748
53.0,30.3,30371
62.07,10.91,48535
55.72,36.76,41358
60.11,34.07,25956
48.78,17.61,5689
29.57,27.13,26595
47.33,20.03,45617
45.6,27.61,18103
41.66,13.68,8762
23.31,22.52,33650
39.74,18.4,23789
49.7,19.37,8495
58.6,16.69,43380
40.62,28.95,26676
47.35,26.61,24681
56.28,15.22,27151
59.58,30.62,36698
43.64,16.17,40805
28.93,14.99,43809
28.79,29.86,14581
22.98,31.15,13558
56.58,19.49,8487
33.78,15.21,7157
58.94,13.26,27007
64.85,20.7,16287
61.41,15.14,42495
55.14,14.83,10530
31.71,33.57,46415
32.09,35.52,29676
54.8,30.26,44724
41.06,22.98,45357
55.52,16.72,12067
51.64,24.42,11288
48.07,17.85,10005
26.46,22.0,31175
55.45,16.68,22457
39.86,16.57,26914
57.36,18.85,21775
52.23,19.85,48411
58.82,18.29,11144
52.79,31.84,38579
29.44,28.8,7620
41.87,26.05,10245
42.03,17.87,10293
67.11,21.44,5512
42.74,26.73,43032
50.93,17.45,5397
38.52,31.08,15034
48.71,30.97,31865
38.57,23.86,47551
62.8,10.65,25098
53.21,23.51,5192
39.86,19.54,30223
39.51,23.37,35941
33.09,21.16,14129
37.7,17.48,47830
28.76,16.58,34157
29.26,29.44,37566
43.33,16.13,27103
34.85,33.38,42723
37.57,31.94,45816
57.75,20.39,34716
47.82,23.27,17344
50.32,30.15,40871
40.9,23.11,5871
22.49,22.37,28212
50.78,13.39,9789
54.49,25.26,11236
41.35,13.34,33768
47.13,21.19,8819
39.26,29.43,27743
48.42,20.96,20105
45.85,29.87,13632
60.13,26.26,27711
64.3,14.41,36342
44.32,17.29,7648
34.3,25.9,13417
44.42,27.89,22830
54.91,15.9,30291
44.36,20.26,34667
35.91,20.45,44508
63.01,33.92,46036
48.07,28.82,13279
36.24,15.58,31101
55.07,23.55,43302
55.69,15.31,48830
28.1,29.74,46583
56.82,25.51,46101
42.0,18.6,8443
33.79,21.71,42720
48.26,21.56,6570
31.7,19.64,25730
56.36,13.94,19448
49.53,31.63,16919
42.27,19.59,34096
56.58,22.02,27743
24.76,19.56,24563
46.65,27.17,33892
67.76,13.21,17043
44.01,19.34,48104
54.82,22.21,38415
39.18,24.12,20551
48.48,17.26,19706
42.99,19.0,42337
39.58,19.1,38832
52.93,21.32,9590
40.61,29.1,34817
40.74,33.03,21870
35.07,15.81,31664
40.94,15.44,14109
57.49,29.54,40927
54.31,25.73,25551
43.45,18.54,36128
38.02,28.37,41075
42.02,13.92,34504
55.52,26.58,49615
56.21,17.99,33960
27.73,18.66,5563
59.11,38.29,12346
25.11,23.36,39002
33.78,23.34,43214
63.86,17.78,28824
43.98,33.41,33608
48.94,17.38,38057
51.39,23.24,21876
41.39,36.85,15553
55.47,32.62,14305
32.3,17.71,27245
44.54,26.47,24326
43.99,25.72,24997
65.8,18.81,45523
39.35,20.8,43716
56.57,28.17,42051
41.74,24.69,16840
43.93,23.26,5570
46.59,10.79,29786
49.72,16.93,24941
47.66,30.82,25362
41.72,14.96,22021
60.45,18.83,12930
46.0,21.78,41945
50.53,20.54,40625
26.68,21.25,28342
66.2,16.82,45359
58.99,25.54,26378
49.31,17.8,39009
36.34,26.11,16530
27.83,16.41,44970
28.29,14.59,7147
60.28,16.53,10046
47.97,22.08,22775
33.33,23.04,34647
35.83,17.09,7377
50.26,18.9,34423
39.95,18.04,46674
42.54,20.56,34034
35.65,27.24,33390
51.67,27.25,11144
47.82,32.12,43366
38.19,26.85,13648
40.46,15.51,46188
46.77,27.69,47335
30.43,30.9,11740
47.46,22.82,37890
29.76,27.94,48990
54.47,20.24,46751
33.55,24.93,22308
52.91,15.04,6180
47.95,23.69,12728
34.21,31.53,45822
41.0,25.42,13781
28.62,16.39,24590
56.12,30.83,17636
52.12,18.88,15417
51.41,28.92,30775
53.74,36.2,30323
42.46,21.5,14350
61.37,32.1,17365
50.9,23.81,38208
45.6,29.33,9306
42.84,32.82,26806
41.72,32.54,13166
38.06,15.56,9392
66.74,27.43,34222
46.51,23.86,10763
48.13,24.13,10185
43.45,20.2,5620
52.19,25.43,28767
37.35,20.36,48263
58.8,27.36,7913
48.93,19.72,43673
39.15,25.88,25019
36.21,26.36,15043
34.47,33.63,40627
48.96,16.22,11832
67.24,24.23,23368
50.12,23.05,9067
46.13,16.64,38250
47.56,14.18,6540
65.05,19.02,45743
37.64,16.02,31400
35.0,18.31,49524
55.19,16.53,47543
43.35,18.85,11483
59.57,28.54,27457
52.11,12.28,40226
47.63,28.31,44236
43.45,33.18,43260
47.03,14.77,48382
37.5,15.87,24177
59.24,18.58,41335
43.54,23.96,45915
56.77,31.23,10444
46.96,18.79,37905
47.53,28.59,48025
33.11,10.81,16970
64.52,21.57,24029
52.99,16.33,11239
50.77,21.1,16491
44.31,17.42,37662
38.49,15.95,30362
42.2,35.29,23158
44.33,27.49,17314
42.77,23.8,48385
59.83,27.5,9438
47.13,27.45,44001
32.13,40.13,18265
39.19,14.99,27717
53.5,21.18,45588
41.79,19.7,49196
39.58,20.66,30534
60.81,6.92,13212
39.54,24.8,21375
44.61,20.01,24199
46.82,24.79,21117
57.53,22.71,31323
32.0,18.91,30452
52.17,27.25,28995
44.42,18.36,42400
59.44,34.98,29976
34.12,14.3,8110
67.7,17.37,12087
46.29,19.01,19025
50.74,27.56,12984
47.06,22.0,9611
54.78,24.71,12232
56.96,34.65,17204
44.9,31.26,21266
54.15,11.08,31489
46.7,32.49,35723
54.84,16.63,46342
46.32,17.31,22894
32.07,30.78,13530
40.02,11.28,22606
34.64,25.99,48590
38.72,30.78,14805
66.15,25.69,16739
41.64,29.47,18544
41.46,22.8,5482
34.91,17.24,17796
37.99,26.6,30285
61.66,19.27,45967
45.65,20.21,39771
43.36,19.97,37262
55.25,18.22,11753
61.24,16.8,23578
34.43,15.74,23533
39.59,31.45,20857
26.67,30.49,23529
57.66,18.34,38371
24.19,30.94,38773
40.84,16.83,40235
38.16,24.93,35576
36.62,12.2,8425
56.32,33.58,20823
39.89,11.11,9612
40.35,29.66,37780
60.79,32.15,47956
43.03,26.41,10969
65.23,18.06,42381
46.32,33.99,28271
31.12,27.66,22114
45.58,23.09,33241
48.67,17.51,24477
49.43,13.41,40430
31.59,16.97,36710
37.19,29.26,49813
55.44,12.09,24062
33.86,20.89,31231
44.25,25.49,14123
67.83,32.93,39066
34.01,17.77,49427
51.18,23.87,43922
52.62,32.41,36086
64.38,15.88,28289
66.19,29.77,47256
42.51,21.42,14283
57.63,25.16,14150
36.37,29.93,46523
58.13,16.21,33705
27.15,15.67,18051
54.5,20.36,45953
56.26,17.68,40724
31.97,18.17,17642
53.62,33.2,21479
59.67,24.9,39446
52.34,20.93,7051
47.77,17.78,47740
41.92,29.5,10358
40.23,21.42,36461
48.08,17.6,19167
63.41,17.6,24724
50.98,30.58,27714
64.52,16.57,19462
35.89,25.48,43488
59.69,25.18,17131
30.32,30.08,36993
43.8,18.4,32846
41.13,15.78,48726
65.13,15.13,12374
44.26,28.24,25757
37.23,34.4,22620
58.62,21.77,5791
35.26,24.16,15031
49.92,21.14,30652
67.25,29.37,33012
26.26,19.03,29544
22.62,15.0,31573
38.83,22.19,30457
52.9,31.21,41035
22.63,27.86,26685
36.5,21.4,35546
57.18,18.17,9778
48.2,25.91,34425
33.11,14.53,34893
52.94,11.09,49071
48.55,23.22,29302
35.94,23.46,16769
55.3,13.53,12458
41.14,21.13,37926
32.2,20.18,19039
35.47,13.11,36279
39.56,19.43,25542
64.85,20.31,17397
58.62,16.2,31135
54.69,27.43,27382
31.03,16.17,9283
55.05,34.73,42220
39.58,21.06,37971
42.06,28.11,7217
40.55,29.26,41313
67.75,31.78,14374
43.24,25.14,6800
36.09,31.16,36456
62.27,30.28,30992
31.83,31.0,8019
39.0,17.64,37045
43.48,15.98,11363
36.87,29.31,37212
55.98,15.53,16811
45.35,25.31,5032
45.88,19.31,40424
27.96,28.27,5640
24.73,17.86,20596
49.81,24.74,17795
36.3,24.48,37424
36.55,22.54,41375
37.18,24.4,14422
23.36,20.0,31197
23.99,21.88,9951
48.64,31.41,5322
42.47,20.34,33013
27.77,36.9,35858
43.45,18.68,18571
28.64,26.47,38716
50.87,21.38,30442
34.05,21.24,48878
50.72,22.01,30686
35.7,16.9,14566
36.56,18.66,17863
44.28,18.87,25068
33.11,28.42,36185
55.48,25.37,41306
44.22,9.17,33033
43.08,17.45,43316
67.68,17.58,11700
52.53,24.73,27184
64.71,27.84,33048
28.11,13.8,9960
51.41,19.34,23038
42.17,18.04,18735
62.95,22.59,44892
38.39,18.24,8026
35.55,23.72,32144
58.43,21.23,28669
59.05,31.01,23323
49.43,11.76,17526
48.98,10.52,45696
47.28,15.68,26388
55.64,27.0,43688
23.7,22.18,40510
59.49,19.97,15516
54.8,33.58,40672
56.97,33.6,41044
52.15,22.84,25238
32.17,18.94,8519
54.32,11.07,8313
32.29,31.7,25841
60.85,28.1,31439
47.53,21.36,41917
46.95,21.63,21311
35.2,40.43,17998
34.09,19.92,42141
50.46,15.82,32394
38.33,20.4,19539
39.39,32.72,8275
60.21,34.26,5059
51.67,19.54,20814
26.03,20.49,15303
55.3,20.77,44607
43.8,19.33,18748
46.12,11.67,10328
56.85,34.76,27958
60.41,16.02,14516
52.92,18.76,10999
45.89,25.82,10638
64.72,27.28,21081
32.74,22.54,37459
39.01,23.98,21856
60.65,12.34,19447
49.23,28.14,30716
60.85,17.28,14041
44.83,27.26,16977
59.12,13.37,38759
35.78,25.95,19176
48.05,24.44,14899
67.21,27.98,15124
60.89,15.69,19211
39.73,25.24,15635
51.93,15.11,20958
30.39,15.48,8707
37.9,23.41,29908
31.7,20.98,17016
39.84,25.49,42567
34.6,13.68,42494
52.53,17.56,37516
36.6,20.94,6789
39.44,18.5,42923
56.96,25.1,34740
53.94,12.37,9468
58.27,9.9,9415
62.98,23.1,43728
56.92,20.97,49850
32.34,17.82,12776
58.14,29.28,22445
38.07,18.51,28109
22.58,27.2,43807
32.46,27.89,30749
49.0,18.43,8183
32.13,12.1,43857
42.35,27.55,22570
43.25,22.52,42591
45.65,25.5,39738
57.73,24.77,26232
26.96,28.79,12870
52.85,27.6,33991
43.19,27.39,22639
61.55,15.55,36403
34.32,30.64,37447
37.23,9.57,40219
38.53,17.06,44897
57.13,14.58,16475
55.09,28.05,34916
22.5,27.94,31438
32.32,29.99,10568
41.92,30.91,37111
48.83,31.05,18027
66.57,17.97,43002
54.97,31.88,26734
48.57,25.8,31729
40.05,14.86,30512
43.37,24.36,24178
39.96,24.35,37056
34.14,16.86,19648
51.35,29.31,29043
57.93,37.24,37746
45.82,16.48,42227
57.45,9.02,43319
43.92,20.95,9499
46.47,24.79,41428
40.82,22.73,43623
39.92,23.2,8404
33.97,23.1,45664
35.22,23.67,33584
56.77,21.33,43993
47.33,19.95,35203
48.68,19.45,11553
32.77,19.93,43191
29.99,20.58,35068
57.84,32.01,9607
61.57,12.27,36758
61.77,26.83,41540
25.74,33.17,14334
45.97,29.76,48134
41.96,20.89,39856
45.7,13.38,10393
58.8,20.59,9648
24.37,19.1,27878
59.65,25.53,38812
66.32,12.75,19851
46.69,19.13,23752
39.9,30.61,8693
49.73,31.97,18705
37.07,19.75,28872
56.82,21.05,42228
32.22,11.79,35998
49.74,28.09,43603
43.74,13.21,23836
37.44,13.12,6353
41.97,27.17,45197
44.95,24.68,31836
42.46,20.67,33994
25.69,21.32,33642
58.8,18.95,46086
42.68,31.68,33036
47.77,14.79,21775
59.8,26.26,36752
36.83,24.54,44331
52.03,19.54,13903
48.86,26.62,34053
28.57,40.17,5506
50.8,18.13,36784
38.42,28.51,43128
54.25,32.44,25720
62.89,23.71,42527
45.13,19.97,7345
51.84,22.67,48366
28.97,23.6,30441
55.21,29.29,27069
58.95,23.37,40656
47.36,22.29,45794
51.12,21.03,8751
36.93,16.94,33170
34.99,30.4,30385
40.19,15.89,46283
54.6,36.37,41616
51.06,24.64,47365
42.41,13.85,37731
61.7,23.15,45470
45.46,22.74,38751
36.27,24.97,14508
30.53,25.04,31573
52.16,27.35,12724
51.56,28.53,34546
55.13,26.1,27019
38.16,17.04,44700
54.6,21.92,23875
32.74,17.61,30038
43.81,28.96,5930
34.33,31.22,38210
50.74,28.96,20775
38.68,19.16,35956
38.03,17.49,11342
52.87,28.55,47399
34.81,34.25,25271
43.26,11.52,29976
44.63,35.48,24909
55.63,10.68,34562
59.02,30.47,15271
44.97,16.97,34510
33.51,24.91,43517
60.1,29.95,14884
30.62,28.73,10108
28.78,28.14,34026
31.7,27.56,36500
37.5,18.22,11271
67.84,26.03,38566
38.25,32.53,28820
40.52,13.52,34454
58.31,37.72,22893
39.75,32.09,9343
39.26,26.63,7772
44.12,20.03,45844
38.43,26.85,19846
41.96,34.67,35236
39.62,14.86,43866
51.43,16.98,26973
41.41,11.87,21895
23.81,33.98,7865
31.36,26.78,42441
42.2,29.51,39090
38.22,22.59,11252
40.85,13.12,44546
49.88,34.38,13523
41.68,29.85,30510
34.31,24.93,42180
58.83,18.35,12401
40.79,21.34,20940
32.86,23.84,27840
39.01,16.89,18527
41.1,14.42,25888
67.86,26.97,13496
42.04,29.09,17574
41.59,22.26,48896
45.73,28.85,16112
47.77,20.44,33638
40.95,17.65,15275
45.78,18.64,9341
49.62,27.55,46735
39.81,18.2,35462
43.06,14.49,14894
47.38,16.55,37150
30.44,25.29,21798
58.25,20.48,31261
40.09,14.73,28491
62.8,17.3,12038
44.68,23.14,49104
23.73,21.26,43831
51.44,26.64,39159
37.88,30.03,31292
44.14,25.69,18636
58.01,12.71,27665
52.41,14.21,14971
34.53,24.93,24360
46.96,27.88,26095
35.55,28.62,39978
60.0,24.36,34347
40.42,22.92,8884
44.32,13.47,48297
40.21,22.72,31084
60.38,18.4,8728
51.35,13.94,24715
37.03,18.01,30045
49.36,20.28,14342
56.62,32.29,17125
42.21,15.98,39941
53.08,25.97,20425
64.72,33.44,14152
49.75,30.31,8885
41.23,31.08,11933
53.33,27.94,25018
22.99,10.74,26087
28.03,22.83,11954
54.71,14.5,16247
54.69,21.57,8970
37.62,37.45,9352
38.41,20.08,11136
36.6,18.41,37101
47.67,13.21,32303
22.49,19.5,47527
52.07,19.87,13841
32.26,33.4,7955
52.43,25.38,17270
53.09,13.67,37206
54.69,22.26,6373
38.18,28.96,39532
34.99,30.22,6173
55.55,10.54,12877
55.86,16.22,28254
56.6,24.05,21890
38.3,15.68,23725
41.49,29.75,13056
43.03,28.34,38208
30.64,23.86,6242
36.58,25.14,32001
61.5,19.8,35191
41.02,15.29,17381
38.56,11.57,26679
56.21,16.39,14145
31.91,15.54,14455
45.07,21.16,21123
26.0,28.63,5868
22.8,27.72,18571
32.76,29.9,46930
48.88,21.36,15829
53.34,21.47,8486
50.1,11.47,11333
29.2,33.17,36015
38.6,32.59,32328
56.16,23.1,29496
36.28,18.01,14850
32.48,19.46,33353
58.27,17.52,32332
38.65,13.21,32140
34.03,27.3,45495
35.3,15.19,6935
46.99,17.84,19106
61.79,16.25,7368
54.78,14.88,6563
50.04,9.67,10779
36.86,23.74,44342
41.84,19.77,33135
57.26,19.92,25173
60.07,30.53,32719
57.44,18.23,8375
56.69,16.8,13512
44.37,24.6,11483
67.63,19.43,10762
45.75,40.41,44467
46.5,23.97,39015
34.61,31.52,37423
41.79,17.06,11174
40.48,18.17,35126
63.14,17.65,22247
46.49,31.24,39358
58.22,30.58,35274
55.11,25.32,24254
63.88,30.99,28257
43.63,35.5,38340
49.89,23.3,29151
38.8,18.55,47522
47.89,25.1,46850
38.46,18.83,15223
54.39,14.95,48547
47.91,25.94,11047
50.57,25.94,8489
41.93,24.8,42097
27.38,27.91,34631
44.89,19.91,7601
58.27,29.07,25956
57.76,24.04,48414
59.99,29.36,27228
48.23,21.91,37845
28.26,16.4,27805
39.89,31.19,6384
38.21,22.29,11662
44.71,13.96,9683
60.93,21.74,38513
43.94,33.83,6907
22.61,26.83,23863
28.05,28.55,5926
46.18,29.54,17186
31.6,21.38,16415
50.11,23.5,14369
47.57,29.55,31897
61.39,21.38,32052
45.78,33.27,24410
49.56,18.9,18884
50.8,31.06,48877
41.9,13.87,15550
42.53,16.02,45779
45.04,18.08,10918
66.64,18.61,10059
32.49,23.42,6195
40.05,20.91,48147
56.9,15.48,13611
34.67,26.94,23418
28.57,18.73,30555
50.58,12.32,6073
45.12,17.53,43579
38.55,22.75,44814
58.87,28.23,9072
54.38,14.15,16274
43.45,11.48,27074
62.05,18.49,16622
53.85,24.73,21841
46.16,23.73,44197
48.04,35.83,23702
55.62,18.03,19980
26.92,20.88,27430
61.16,27.6,36214
51.24,20.15,47464
57.29,36.27,14932
41.5,19.88,40388
38.46,21.8,8833
25.69,20.94,33399
36.7,24.27,7721
42.09,16.44,30923
50.36,19.68,46263
45.25,31.53,37480
48.82,26.69,36095
46.4,28.77,29403
39.16,17.36,16079
60.53,20.34,44564
35.68,19.9,41109
64.96,13.76,19792
42.04,16.01,26672
51.59,18.77,22663
59.84,18.03,36405
48.21,17.87,36263
45.08,33.14,17115
46.71,29.27,33593
56.13,10.04,16684
59.74,23.57,47692
46.59,14.22,27974
56.88,31.91,37609
50.13,25.78,5557
58.28,33.64,34258
23.02,29.19,35334
58.49,32.26,14682
45.59,19.04,44775
36.3,21.06,48698
43.41,31.91,46614
34.17,18.17,7515
30.28,19.28,34357
61.16,19.97,27026
43.32,20.79,40269
41.93,14.26,24079
55.46,20.03,36939
28.34,33.08,36129
53.26,17.09,41585
43.73,14.87,15876
30.49,19.88,33836
41.99,33.33,16846
50.54,21.52,41923
55.72,20.2,46825
49.83,28.56,42062
36.5,14.87,24034
33.59,19.22,48185
46.87,15.3,14727
45.66,11.88,27194
33.7,29.33,12044
56.9,29.22,15637
31.25,35.07,18938
49.05,24.73,6406
45.51,35.16,24888
41.07,27.03,9890
55.16,30.75,27609
39.86,23.51,30204
42.57,22.23,40354
60.65,24.14,43672
57.51,31.78,15876
23.81,18.15,39132
39.89,19.21,25405
41.18,31.8,29576
41.12,23.27,17014
42.02,16.52,18231
28.3,18.53,14830
39.07,15.96,31503
35.5,21.68,34596
40.82,30.59,20782
41.38,15.87,15889
40.44,20.05,35728
63.4,17.04,38055
39.18,32.02,20379
65.84,15.3,19237
58.38,27.88,48823
39.64,22.62,33525
31.81,14.5,16772
32.28,20.65,32036
46.1,21.0,33212
37.98,23.51,34674
43.57,21.62,18971
48.1,25.75,42794
61.2,19.35,9977
37.12,33.93,9722
45.21,32.49,24816
45.51,15.22,12182
46.23,26.19,22537
47.76,32.13,43953
40.32,18.19,26561
38.51,14.03,38224
43.79,19.62,9214
49.1,19.93,41758
59.96,30.14,32279
59.74,21.79,21392
32.61,16.61,14952
49.43,20.85,23818
47.69,32.24,49889
42.81,24.92,9951
48.58,23.13,37749
56.62,20.74,46238
44.13,18.94,27977
45.41,28.32,27831
59.32,29.71,34299
41.64,21.84,11807
33.72,24.58,48613
44.55,20.79,45171
37.83,33.17,42308
40.71,18.37,8003
59.03,14.97,46620
48.44,10.46,7511
63.56,25.86,41168
40.81,22.98,11114
33.96,23.99,9212
60.12,26.17,17473
48.82,20.65,42902
53.23,24.82,30003
41.48,20.3,26625
39.3,28.28,35753
51.75,21.84,22297
43.35,25.57,26056
49.37,16.34,38584
46.6,26.87,45316
44.62,23.76,13266
63.94,27.23,12325
22.09,28.5,43318
39.83,22.34,12884
44.72,17.11,31160
41.41,28.93,25439
47.0,25.72,28501
66.49,17.93,26492
33.69,20.73,49075
57.69,35.7,44806
63.23,35.76,17479
34.03,14.46,28858
50.17,16.32,9462
64.27,23.45,23751
22.61,31.07,25620
37.1,24.41,40019
35.99,35.55,17902
58.07,18.12,32187
43.19,31.75,22051
60.44,21.45,25352
60.46,25.2,23870
66.33,23.21,43045
65.9,9.1,11333
60.63,17.81,16683
27.91,17.58,10414
56.09,26.21,45807
31.27,28.02,47383
36.17,20.53,17697
42.3,30.44,44394
43.34,15.38,27148
49.18,29.45,19479
39.16,28.24,43501
47.56,18.03,17475
41.1,23.53,10250
61.52,22.98,48166
53.67,22.8,31997
37.66,35.21,40314
33.85,17.84,8767
37.93,20.21,25084
50.25,17.51,16083
46.69,19.46,46262
29.09,15.82,18814
36.86,27.65,7339
48.28,25.12,24518
48.84,22.35,15071
42.5,32.03,35042
63.63,17.51,30514
53.29,24.18,26807
47.95,16.27,29149
29.48,30.17,16278
66.62,29.83,10472
31.79,21.21,6871
52.8,16.62,21883
45.53,20.24,19487
36.38,20.41,26130
53.5,21.66,8708
61.97,30.47,48768
58.75,15.24,18223
23.67,35.15,36153
67.7,12.18,31446
56.57,26.16,21574
56.08,21.04,13333
46.48,29.62,32677
38.13,19.1,45378
58.96,22.02,12783
23.2,28.29,46971
28.68,33.15,21326
57.4,17.4,40692
52.88,17.52,13073
53.29,18.74,32923
48.09,23.93,45274
32.48,25.77,14038
44.24,22.6,5148
61.07,10.04,12641
23.87,17.93,11757
27.23,23.43,17581
27.73,25.35,20959
22.23,37.2,28621
41.86,32.02,10388
30.26,26.15,18031
32.86,34.68,44344
40.36,19.75,10791
34.82,18.34,31384
61.98,31.87,32660
39.17,18.16,31151
65.48,13.97,45909
24.88,37.62,15112
48.95,12.91,16095
43.35,18.32,32462
60.86,20.67,14861
53.78,9.68,30086
49.47,22.8,12602
50.43,29.81,8116
43.42,30.49,32342
45.68,24.2,6116
54.29,12.54,28880
67.91,16.98,14893
60.73,23.11,34786
34.07,25.99,7652
27.76,27.7,49122
36.79,12.13,13643
60.01,21.93,47025
45.29,24.34,6602
46.24,18.13,24487
43.47,27.93,15361
64.33,25.23,14506
38.68,17.49,40136
50.2,32.21,23970
53.84,10.28,40440
32.0,13.98,30152
22.55,20.83,48113
49.93,31.73,45654
64.09,21.22,29943
66.52,17.2,22761
55.61,27.98,27272
38.44,22.51,30253
49.48,19.95,45700
63.44,17.48,38940
45.23,21.52,27212
55.15,15.95,5816
46.07,39.77,8904
64.32,27.79,15284
65.13,26.2,42909
54.83,22.55,10492
62.01,20.95,48611
40.92,16.28,30081
59.36,29.98,42000
48.12,23.93,7935
46.15,32.8,16370
32.97,19.69,9473
66.55,31.57,8939
45.38,17.42,16849
42.1,33.2,28243
52.46,22.07,44803
58.07,25.4,16339
52.78,34.77,12095
29.34,30.22,48843
22.78,29.38,28988
43.35,30.19,43920
54.81,21.85,15967
35.99,23.2,34950
32.39,20.16,29772
52.59,19.98,15920
57.92,30.68,48621
59.31,14.04,8272
47.69,18.36,12266
41.05,20.01,36450
27.96,19.98,11718
49.82,33.43,22132
34.11,15.07,44966
48.52,30.31,22636
59.13,31.45,33865
52.72,30.07,42311
33.85,19.35,39866
43.49,26.14,15643
59.49,8.09,12322
27.71,21.95,39825
41.28,13.41,11048
48.09,26.68,19901
59.5,30.17,44429
36.42,27.55,40331
51.55,23.8,39609
36.26,22.62,47263
56.5,19.09,35034
44.06,27.24,43056
55.54,14.19,9235
34.12,29.18,14056
46.9,26.2,49896
32.39,26.39,41970
51.27,16.37,38255
50.68,23.3,15905
33.76,14.14,41653
56.86,11.96,28046
35.63,23.42,40621
66.74,25.68,18681
40.89,26.61,43169
55.37,31.25,11752
38.93,20.47,6749
45.23,23.04,7516
64.74,12.06,34878
28.33,28.55,8378
53.07,38.1,28295
41.92,19.93,38060
33.72,28.63,34461
45.66,32.86,19122
50.99,31.4,39035
46.62,24.87,17019
32.49,13.24,48243
39.3,23.7,5533
51.27,13.89,21028
40.59,37.86,9516
57.24,19.24,35097
33.54,25.99,8687
46.47,22.19,23631
54.83,18.35,31951
60.35,23.39,9116
30.51,27.34,44919
65.65,22.87,14024
47.28,16.31,15834
44.18,21.74,44282
31.57,21.79,13419
58.09,22.95,22159
54.18,30.51,44898
39.18,13.45,28828
66.24,28.74,15521
55.52,17.22,45628
53.88,30.65,23123
32.84,35.17,22593
31.92,31.62,48944
34.3,32.61,44445
36.29,22.19,14547
